locationId,dateTime,indicatorId,value
3773,2014-12-15T04:22:00,gamma,156
3773,2014-12-31T21:20:00,gamma,156
3773,2014-12-27T09:55:00,gamma,156
3773,2014-12-20T14:40:00,gamma,156
3773,2014-12-27T21:03:00,gamma,156
3773,2014-12-20T17:42:00,gamma,156
3773,2014-12-28T21:02:00,gamma,156
3773,2014-12-20T19:50:00,gamma,156
3773,2014-12-29T02:33:00,gamma,156
3773,2014-12-22T22:26:00,gamma,156
3773,2014-12-29T22:44:00,gamma,156
3773,2014-12-30T19:01:00,gamma,156
3773,2014-12-31T01:08:00,gamma,156
3773,2014-12-11T22:30:17,gamma,157
3773,2014-12-12T18:00:11,gamma,157
3773,2014-12-14T08:06:00,gamma,157
3773,2014-12-21T05:52:00,gamma,157
3773,2014-12-15T23:38:00,gamma,157
3773,2014-12-21T09:29:00,gamma,157
3773,2014-12-16T15:51:00,gamma,157
3773,2014-12-21T21:05:00,gamma,157
3773,2014-12-16T22:03:00,gamma,157
3773,2014-12-11T05:30:13,gamma,157
3773,2014-12-26T17:41:00,gamma,157
3773,2014-12-22T15:20:00,gamma,157
3773,2014-12-17T12:38:00,gamma,157
3773,2014-12-11T08:30:12,gamma,157
3773,2014-12-28T03:09:00,gamma,157
3773,2014-12-22T20:24:00,gamma,157
3773,2014-12-18T05:53:00,gamma,157
3773,2014-12-28T11:15:00,gamma,157
3773,2014-12-23T07:34:00,gamma,157
3773,2014-12-19T03:10:00,gamma,157
3773,2014-12-28T21:24:00,gamma,157
3773,2014-12-24T05:51:00,gamma,157
3773,2014-12-19T14:19:00,gamma,157
3773,2014-12-29T12:37:00,gamma,157
3773,2014-12-24T23:06:00,gamma,157
3773,2014-12-31T00:06:00,gamma,157
3773,2014-12-25T12:00:00,gamma,157
3773,2014-12-31T19:23:00,gamma,157
3773,2014-12-25T20:00:00,gamma,157
3773,2014-12-31T09:14:00,gamma,158
3773,2014-12-31T16:20:00,gamma,158
3773,2014-12-22T00:07:00,gamma,162
3773,2014-12-12T09:00:11,gamma,162
3773,2014-12-23T09:35:00,gamma,162
